twitter_id	cluster_id
682357655399182337	6117
682357669320101888	4435
682357687884099584	2322
682357705978286084	6043
682357710931759105	8578
682357726064816128	3709
682357774987190273	8578
682357899436363776	8578
682357956269203462	2108
682358119515746305	2108
682358135575687169	2322
682358159801987074	8578
682358423762108417	6043
682358474710380545	10259
682358480225832960	6043
682358666528448512	4825
682358825555472384	2322
682358830760636416	2966
682358908132929538	8578
682358908397072384	10259
682358943067320321	6117
682358984121184256	2361
682359036508024832	4435
682359155844354048	8578
682359186248888321	4435
682359226279276544	8578
682359229378879488	8578
682359245568872448	2322
682359285137981442	2966
682359299230793729	2108
682359375583932416	10699
682359450389327872	2108
682359458173947905	2108
682359525437911040	4435
682359677217325056	6640
682359709324701701	10699
682359715200909312	10259
682359785275179008	6640
682359940284022784	5048
682359983447605250	3709
682359997108465664	5048
682360146954170368	10259
682360350306615296	6640
682360373383659520	10699
682360444783312896	4435
682360558201507841	4435
682360618641436673	2108
682360667945472000	8578
682360715060051968	8578
682360766712905728	10699
682360812875431938	10699
682361102936731648	4435
682361106858377216	4435
682361111115644929	10259
682361277851811840	8578
682361301495070721	211
682361321053130752	1580
682361330800685061	211
682361340460175360	8578
682361391248965633	8578
682361391680995330	2361
682361805222576128	2108
682361812269010949	4825
682361934914662404	10699
682361998957490176	4825
682362099977338880	2108
682362115735293952	2322
682362165152608256	8578
682362264217907200	10259
682362272379998211	8578
682362392844611586	1580
682362427799908352	8578
682362472532176896	3709
682362479867985920	5048
682362497014345728	2108
682362535358627841	8578
682362643546566656	8194
682362661703565312	10259
682362675326795777	6117
682362713343942657	2322
682362718117060610	10499
682362722755948546	5048
682362797800448001	8578
682362942168416257	4435
682362992281939968	10699
682363055469129728	2108
682363059818643457	2966
682363156514095105	3709
682363195563048961	6640
682363210004062208	1580
682363318858854401	6117
682363322113638404	8578
682363407832584193	10259
682363584945471488	8578
682363822053654529	3709
682363852890238976	8578
682363895412092929	2108
682363895462400000	8578
682363906828963840	8578
682364060843798528	6117
682364062437617665	8578
682364115428466688	8578
682364272823910401	4435
682364348178763776	2108
682364377912242176	8578
682364510779367424	1580
682364555851378688	2966
682364571479334912	2322
682364646540591104	8578
682364655709339650	3709
682364711439056896	3709
682364748885786625	8578
682364780556980224	211
682364808247799808	10499
682364909124980737	1580
682365013110190080	10499
682365085965221888	2966
682365277720473601	10499
682365286771720192	6043
682365386168360960	2361
682365565286125569	10499
682365566728941569	1580
682365570281533441	3709
682365648782114816	10259
682365812326416384	6117
682365835537678336	2108
682365936159059968	10499
682365968430034948	8578
682365994992582657	8578
682366181152456705	3709
682366303814987777	3709
682366349604175873	3709
682366388040806404	211
682366835669512198	2108
682367028951302144	1580
682367029677027328	8578
682367060454825984	10259
682367127911809025	3709
682367387459543041	4435
682367396452122624	3709
682367432086962177	3709
682367843388780546	211
682367984933974016	3709
682368068576763906	8578
682368117067116544	2108
682368244775256064	5048
682368309963128832	8578
682368339050639360	6117
682368608392065029	4435
682368844971806721	1580
682368938072772612	10699
682368948130713601	2108
682369109577875461	4435
682369142901587973	3709
682369202565607425	211
682369207695224833	211
682369208634748928	4435
682369294508888064	6043
682369308878573570	1580
682369386947178496	2108
682369412217835520	211
682369510184108032	8578
682369525300510720	6043
682369641495310336	3709
682369657874022401	6043
682369710546108416	8578
682369715130478592	3709
682369977937203200	3709
682369989123411968	6117
682370158246100992	2966
682370168320819202	3709
682370247773569024	3709
682370257634332672	3709
682370332414623744	5048
682370539026026506	10259
682370547238461441	3709
682370630189203456	2108
682370651856896000	1580
682370681011613697	9240
682370947324710912	3709
682371041323134977	6117
682371147308990465	3709
682371386065698816	2108
682371466717990912	5048
682371567720988673	211
682371747048493056	8578
682371884982349824	2108
682371916024430594	8578
682371960475619329	6640
682371991844839424	211
682372000397062145	2108
682372009855193089	8578
682372032739340288	1580
682372036786794496	1580
682372039852843008	1580
682372043262824448	1580
682372047876534272	1580
682372242798460928	1580
682372305373294593	2966
682372405336084481	3709
682372697209319424	1580
682372709016309761	4435
682372806160564224	8578
682372942697771008	1580
682373198525165573	2108
682373339579609088	1580
682373376455913472	3709
682373396416589824	3709
682373402536095744	4435
682373489723097088	3709
682373643045892096	10699
682373665774776320	1580
682373863393652736	10699
682373889532530689	3709
682373905743491080	8578
682373986643214336	2966
682373986869755904	3709
682374043912286208	8578
682374083816849409	5048
682374282392023041	3709
682374306295345152	8578
682374339291967488	1580
682374410427314176	2108
682374492384047105	3709
682374568716152833	8578
682374647707480064	10259
682374674525896705	2108
682374833506807808	2966
682374883016347649	4825
682374944358068225	10499
682375061307834373	4435
682375095680131072	8578
682375130459291652	8194
682375328065564676	2322
682375370553819137	8578
682375456272846848	8578
682375633041752065	8578
682375646497107968	211
682375680601001984	2108
682375822360088576	5048
682375893109575680	8578
682375896142090240	8578
682375908934684673	8578
682375922020958209	3709
682376027633487872	2966
682376118490546177	2966
682376158973931520	8578
682376183997181954	8578
682376194726211584	8578
682376224509943808	2322
682376238460203013	6043
682376421457719297	8578
682376490718199809	5048
682376543713247233	10259
682376641054687232	6117
682376683756863488	1580
682376742368088066	10259
682376756821635072	4435
682376759019499520	4435
682376954411089921	5048
682376967119859712	2108
682377012468707329	6640
682377081561460736	4435
682377138306215936	2108
682377146367668224	2322
682377221772820482	8578
682377271701811200	211
682377296632786945	211
682377390895575040	5048
682377613231427585	3709
682377626909077504	1580
682377846170501122	2966
682377851807608833	5048
682377861953662976	5048
682377962738458624	10259
682377980472070144	10259
682377995819053056	3709
682378073493389312	5048
682378154820943872	2108
682378309569613824	211
682378388435238912	2322
682378398593855490	8578
682378949805096960	10259
682378951478669312	10259
682379036648181760	10259
682379438332506112	2108
682379455109722112	6043
682379607941771264	10259
682379763072253958	5048
682379850024378368	1580
682379945386074112	3709
682380085291298817	6043
682380545410596864	1580
682380657524367360	6117
682380695604453376	2108
682380696921501698	8578
682380804161409024	8578
682380848331669505	10499
682380934251941888	10259
682381002698784768	10259
682381018729414657	6043
682381061196759040	211
682381088711401472	3709
682381137482780672	1580
682381143686148096	1580
682381219674353666	10259
682381259952250880	3709
682381398141997058	6043
682381413509824512	1580
682381434892464128	4435
682381566962696193	2108
682381844504035328	6640
682381947528675328	2108
682382175799500800	1580
682382243218755585	3709
682382390463979520	4435
682382409413832705	10259
682382638880043009	10259
682382639534309376	2322
682382642382245892	2361
682382648568885248	8194
682382723097432064	6117
682383059560300545	10259
682383187838894080	2108
682383389182279680	1580
682383391883431937	1580
682383395876417536	1580
682383442550648833	10499
682383470165889024	6640
682383532795244544	4435
682383550474223617	4435
682383579322683392	9240
682383623455150080	1580
682383636415537156	4825
682383695223873536	1580
682384041648115712	9240
682384042969321472	3709
682384275661025280	5048
682384609259159558	6321
682384618704769025	2108
682384809658814464	6321
682384817523134465	3709
682384823290335233	1580
682384826855456769	1580
682384834501672960	6117
682385115734011905	4435
682385301722034180	5048
682385553199882240	8578
682385668815872001	8578
682385681331675136	3709
682385729125748736	2108
682385747362582528	10259
682385900270125059	3709
682385928963420160	3709
682386340735008770	6117
682386749436375040	2322
682386799193362435	10259
682386873084456962	8578
682386955401871361	8578
682386962058194944	3709
682386997994995712	2108
682387006421348354	8578
682387225011744768	8578
682387239419179012	2322
682387425692356608	1580
682387487809994753	8578
682387535063023617	8578
682387548631609344	6117
682387698812850176	9240
682387750121795584	8578
682387780480008196	4435
682387894896586752	5048
682387995295674368	3709
682388012530020352	2966
682388042225696770	2966
682388092695744513	8194
682388274682433540	8578
682388283138117632	5048
682388398456344576	10259
682388407201460224	2108
682388410028392449	4435
682388435819192320	8578
682388539087151104	8578
682388650936680449	4825
682388801302454272	8578
682389038905618432	4435
682389063937224705	8578
682389223102656516	6117
682389333320556544	8578
682389341570764801	5048
682389489076039680	2108
682389718345093120	2108
682389945101758466	8578
682390016841093120	6117
682390040216006656	5048
682390069991337985	10259
682390207572885504	1580
682390389987348480	6117
682390406504513537	3709
682390692484755459	10259
682390767290171392	2108
682390924383662084	4825
682390933464309761	5048
682390952904945664	2108
682390990284546048	1580
682390993119887361	1580
682390996177580033	1580
682391121016782848	10259
682391488655962114	8578
682391834832846848	5048
682392058598940672	2108
682392116815917057	8578
682392153612509184	6117
682392525823320064	6117
682392650180378625	3709
682392877259960320	3709
682392954170904581	5048
682392961720672258	10259
682393294198992896	2108
682393324779646976	2108
682393353942609920	6117
682393432631963649	3709
682393442656358400	3709
682393510272757761	3709
682393778632704001	1580
682393779698044928	1580
682393781216219136	1580
682393882986942464	3709
682393893137158144	10499
682393960636125185	5048
682394272981757955	10259
682394280070103040	8578
682394545414365184	2108
682394721713520640	211
682395069840769024	1580
682395084638281730	4435
682395238145617920	3709
682395405989081090	9240
682395665704554496	2108
682395673631821826	6117
682395682091696128	211
682395858999062529	2108
682396042193711104	5048
682396308280328193	6640
682396385866559489	8578
682396386923560960	2322
682396703534768128	3709
682396706000998400	10259
682397063414460416	2108
682397290594701312	4435
682397428855738368	6117
682397782594990080	4435
682398053052071938	8194
682398248347172864	1580
682398291141767169	2108
682398736161587200	1580
682398933834960898	4435
682398956559699968	211
682399171689725952	8194
682399353735110656	8578
682399510149087232	6117
682399616709586949	8578
682399676260302848	2108
682399788176928768	10259
682399879939887104	8578
682399949397557248	2108
682399950660079616	10259
682399958239055872	2108
682399980007649280	1580
682400117173940224	10259
682400142469783555	2966
682400404823478272	8578
682400414537416704	6117
682400549023645697	4435
682400817715003392	2108
682400846487916544	2108
682400899742961664	8578
682400946534637568	1580
682401119742627840	5048
682401271576399872	8578
682401311665471488	6043
682401533955293184	8578
682401796858458113	8578
682401811978911747	6117
682402059254149120	8578
682402098982567937	2108
682402120319000581	8578
682402322182438913	8578
682402518748508160	3709
682402584590553088	1580
682402598272385024	6117
682403121734270976	9240
682403190785048576	5048
682403192987095040	5048
682403393604829187	3709
682403402979127297	2108
682403519031316480	3709
682403579655634944	8578
682403657292328961	6117
682403815816065024	2108
682404153486897153	3709
682404295426355200	3709
682404478558040065	211
682404591791661056	2108
682405547782574080	6321
682405696873349120	211
682405834945609728	6321
682405881355591680	2108
682406066160824320	1580
682406070459961344	1580
682406074750746626	1580
682406321673625601	1580
682406339964833792	8578
682406692617908225	1580
682406717573959681	6321
682406726558060544	8578
682406867360968705	10259
682406963179843584	6321
682407214074736641	2108
682407402063446017	211
682407469084205056	1580
682407471156195332	1580
682407473433710592	1580
682407475765710849	1580
682407628027367424	1580
682407824517935104	6321
682408226885910528	4825
682408320515325952	1580
682408332649492485	3709
682408383304069120	2108
682408430548717570	211
682408534974304256	6043
682408852432748544	2108
682409308538179587	2966
682409320873594880	10259
682409352393822209	2108
682409373512122370	211
682409499068645376	8578
682409617356382208	2108
682409707068194816	6117
682409731437268992	211
682409841348968448	3709
682410329180106753	4825
682410785247784960	2108
682410914818174978	2108
682410944291573760	2361
682410947076558848	2108
682411074403086336	1580
682411185904480256	8578
682411408399663104	8578
682411448367185920	8578
682411716483887104	8578
682411747068801027	9240
682411831156170755	1580
682411932087877632	10499
682411978921500673	2966
682412186447298560	2108
682412241837289472	8578
682412400998486017	2108
682412525200240642	1580
682412602954219520	8578
682412696562700290	8578
682412774295748608	10499
682412877693759489	8578
682412918118453252	10259
682413140135510016	8578
682413206980145152	10259
682413286063771652	8578
682413380121001984	2108
682413386517344257	3709
682413402988351490	8578
682413506109505536	10259
682413554683789312	10259
682413643175194625	1580
682413645930868736	1580
682413647860240384	1580
682413665451175936	8578
682413927783895040	1580
682414069731700736	8578
682414087867858945	8578
682414391917199360	6117
682414405812940800	1580
682414502697111553	8578
682414774173446144	2108
682414931992391680	10499
682414935230423040	1580
682414960383766529	2108
682415208489447425	8578
682415322859700224	6117
682415496554278912	3709
682415887979298816	3709
682415913329623040	2108
682416118376607744	2108
682416259749818368	6321
682416649455169536	5048
682417195855572996	2108
682417838150254592	6640
682417891149508608	6117
682417897667477504	9240
682418278371880960	5048
682418326618927105	6321
682418759202680832	2108
682418768019111937	9240
682418778903298049	10259
682418905630027776	211
682419012395995137	3709
682419019320815616	211
682419030100152321	6321
682419114619478016	6321
682419212095066112	6321
682419288821608448	4825
682419403967885312	5048
682419565272416256	1580
682419676949823489	2966
682419868898078721	2108
682420127254589440	8578
682420135328624641	10499
682420306443657216	10499
682420338232291328	6117
682420482264686594	4435
682420601642954753	9240
682420726238998528	5048
682420897400094720	10259
682420934280519680	2361
682421179198648320	6321
682421297050181632	1580
682421336073973762	1580
682421428805873665	9240
682422079761854464	5048
682422620172759041	2966
682422695166754816	5048
682422728624881668	1580
682422731279839232	5048
682422945512304641	6321
682422965322051584	1580
682423043671638017	5048
682423087254614017	10259
682423131332542470	8578
682423332202016769	211
682423394755829760	8578
682423448925265920	5048
682423689070141440	2108
682423810365194240	8578
682424007292006401	8578
682424083062067200	6321
682424269704413184	2966
682424532142034944	8578
682424670025609216	10259
682424801319907330	8578
682424838645002240	2322
682425069847601153	8578
682425138336428032	3709
682425148977364992	1580
682425257312006144	1580
682425338803171328	8578
682425455547400192	2966
682425463948591104	3709
682425562300870657	8578
682425601727303681	8578
682425636003131393	8194
682425683285557248	1580
682425787430080512	211
682425864060055557	8578
682425867373539328	6321
682425926848778242	211
682425957865644032	8578
682426126828974080	1580
682426222584803328	4825
682426224623263744	3709
682426226481303552	3709
682426228142297088	3709
682426254897852417	8578
682426477812539394	5048
682426728652881920	8578
682426738077483009	1580
682426908005502977	5048
682426916230553600	6117
682426946404380672	9240
682426975428947969	6117
682427008425570307	6117
682427012590497792	5048
